internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22732,Panthera uncia,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Panthera,uncia,,,,,"(Schreber, 1775)","Formerly this species was placed in the genus <em>Uncia</em> but it is now assigned to <em>Panthera</em> according to genetic analysis (Johnson&#160;<em>et al.&#160;</em>2006). It is most closely related to the tiger&#160;<em>Panthera tigris</em>, having diverged over two million years ago (O'Brien and Johnson 2007). Two subspecies have been named based on minor morphological differences (Medvedev 2000) but have not been confirmed by genetic analysis."
54010476,Leopardus guttulus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Leopardus,guttulus,,,,,"Hensel, 1872","Taxonomy is currently under review by the IUCN SSC Cat Specialist Group’s Cat Classification Task Force. Although described originally as a new species, <em>Felis guttula </em>Hensel, 1872, this species was commonly treated as a subspecies of <em>Leopardus tigrinus</em> until 2013 (Trigo <em>et al.</em> 2013a), when they demonstrated with a comprehensive molecular study that <em>Leopardus tigrinus</em> and <em>L. guttulus</em> are clearly distinct species. <em>L. guttulus</em> hybridises with <em>L. geoffroyi</em> in Rio Grande do Sul, which is the type locality. The holotype of <em>L. guttulus</em> should be investigated in order to check whether it is a hybrid. Further research is required to establish whether northwestern tigrinas comprise a third species, <em>L. pardinoides</em>, or even a fourth species, <em>L. oncilla</em>, in Costa Rica (Johnson <em>et al.</em> 1999, Trigo <em>et al.</em> 2008, Nascimento 2010). Also the distribution and morphology of <em>L. guttulus</em> need to be better defined. Until then <em>L. guttulus </em>is recognised as a monotypic species: <em>Leopardus guttulus</em> (Hensel 1872; 73)."
16218,Pardofelis marmorata,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Pardofelis,marmorata,,,,,"(Martin, 1837)","The Marbled Cat (<em>Pardofelis marmorata</em>) was placed with the Asiatic Golden Cat and Borneo Bay Cat in <em>Pardofelis </em>by Johnson <em>et al.</em> (2006) representing one of the earliest felid radiations (O'Brien and Johnson 2007). Although these genetic analyses conclude the Marbled Cat is not a close relative of <em>Neofelis</em>, previously it had been considered so, on the basis of morphological similarities including its coat pattern, broad feet, and elongated tail and canines (Groves 1982, Corbet and Hill 1992). More recent genetic analyses (Luo <em>et al.</em> 2014) suggest species-level distinction between the Indochinese and Sundaic populations of the Marbled Cat although further research is needed to corroborate this."
4038,Catopuma temminckii,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Catopuma,temminckii,,,,,"(Vigors &amp; Horsfield, 1827)","Taxonomy is currently under review by the IUCN SSC Cat Specialist Group. The Asiatic Golden Cat resembles the African Golden Cat, but on the basis of genetic analysis it was grouped with the Marbled Cat in <em>Pardofelis</em>  (Johnson <em>et al.</em> 2006, O'Brien and Johnson 2007). However, an evaluation of skull morphology by Sicuro and Oliveira (2011) revealed that skull structure in <em>Pardofelis</em> is quite different to that of <em>Catopuma</em>. Moreover, <em>Pardofelis </em>has a flexible ankle joint and elongated tail as adaptations to arboreality, which are lacking in <em>Catopuma</em>. Based on these differences, the IUCN SSC Cat Specialist Group retains Asiatic Golden Cat&#160;in <em>Catopuma</em>."
15309,Leopardus colocolo,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Leopardus,colocolo,,,,,"(Molina, 1782)","The taxonomy is currently under review by the IUCN SSC Cat Specialist Group. Garcia Perea (1994) proposed that this species be subdivided into three separate species (<em>Lynchailurus colocolo</em>, <em>L. pajeros</em>, and <em>L. braccatus</em>) based on morphological traits. This was provisionally followed by Wozencraft (2005). However, genetic analysis supports the existence of populations subdivision in this species, but not at the species level (Johnson <em>et al.</em> 1999).  The genetic partitioning (Uruguay and southern Brazil; Bolivia and northern Chile; and western Argentina and central Chile: Johnson <em>et al.</em> 1999) is somewhat different from the divisions recognized by Garcia-Perea (1994) on the basis of morphology (central Chile; the Andes from Ecuador and south to through Argentina; and Uruguay, Paraguay and Brazil).  Moreover, Cossios and Angers (2007) found six highly divergent clades in genetic analysis of Andean populations (Peru, Bolivia and Argentina).  Subspeciation and geographic divisions in this species requires further study.  Placed in the genus <em>Leopardus</em> by Johnson <em>et al.</em> (2006). <br/> <br/>A zone of hybridization between <em>L. colocolo</em> and <em>L. tigrinus</em> has been found through genetic analyses of specimens from central Brazil (Johnson <em>et al.</em> 1999, Eizirik <em>et al.</em> 2007)."
11509,Leopardus pardalis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Leopardus,pardalis,,,,,"(Linnaeus, 1758)","Taxonomy is currently under review by the IUCN SSC Cat Specialist Group. This species is genetically very diverse across its range and shows a high degree of population structure, with four distinct clusters: Central America and Mexico, north-northwest South America, north-northeast South America and southern South America.  The demarcation between northern and southern South America was identified as the Amazon river (Eizirik <em>et al.</em> 1998)."
136603,Neofelis diardi,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Neofelis,diardi,,,,,"(G. Cuvier, 1823)","Classically considered a single species, the Clouded Leopard has been split into two species. Based on analysis of mitochondrial DNA, microsatellites, chromosomal differences and skull and pelage characteristics, <em>Neofelis nebulosa </em>is restricted to mainland southeast Asia, and <em>N. diardi</em>, the Sunda Clouded Leopard, is found on the islands of Sumatra and Borneo (Buckley-Beason <em>et al.</em> 2006; Kitchener <em>et al.</em> 2006, 2007; Christiansen <em>et al.</em> 2008, 2009; Wilting <em>et al.</em> 2007; Wilting <em>et al.</em> 2011). Sundaland or the Sunda regions refer to the islands of Sumatra, Borneo, Java and Bali as well as to the Malay Peninsula. Although samples are limited from Peninsular Malaysia, it appears to be inhabited by the mainland Clouded Leopard <em>N. nebulosa</em>, rather than the Sunda Island type (Kitchener <em>et al.</em> 2007). The original type specimen of <em>N. diardi</em> originated from Sumatra, but it was initially recorded in error as from Java (Kitchener <em>et al.</em> 2006). As this type specimen described by Cuvier (1823) is not present in any museum, Christiansen 2009 designated a Neoptype (RMNH1981) from Palembang, Sumatra, which is housed at the National Museum of Natural History (Naturalis), in Leiden, the Netherlands. Clouded Leopard fossils have been found on Java, where it perhaps became extinct in the Holocene (Meijaard 2004). Based on analysis of genetic, skull and pelage characteristics, Wilting <em>et al.</em> (2011) recognized two distinct subspecies of<em> N. diardi</em>: the Sumatran Clouded Leopard <em>N. d. diardi</em> and the Bornean Clouded Leopard <em>N. d. borneensis.</em>"
14519,Neofelis nebulosa,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Neofelis,nebulosa,,,,,"(Griffith, 1821)","Classically considered a single species, the Clouded Leopard has recently been split into two species. Based on analysis of mitochondrial DNA, microsatellites and morphology, <em>Neofelis nebulosa</em> is restricted to mainland Southeast Asia, and <em>N. diardi</em> is found on the islands of Sumatra and Borneo (Buckley-Beason <em>et al.</em> 2006, Kitchener <em>et al.</em> 2006, Wilting <em>et al.</em> 2007)."
18868,Puma concolor,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Puma,concolor,,,,,"(Linnaeus, 1771)","The taxonomy is currently under review by the IUCN SSC Cat Specialist Group. While 32 subspecies have been classically described, on the basis of genetic analysis Culver <em>et al.</em> (2000) suggest six subspecies as follows: <br/> <br/><em>P. c. cougar</em>: North America <br/><em>P. c. costaricensis</em>: Central America <br/><em>P. c. capricornensis</em>: eastern South America <br/><em>P. c. concolor</em>: northern South America <br/><em>P. c. cabrerae</em>: central South America <br/><em>P. c. puma</em>: southern South America."
12518,Lynx canadensis,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Lynx,canadensis,,,,,"Kerr, 1792",The taxonomy of this species is currently under review by the IUCN SSC Cat Specialist Group. It has been placed in the genus <em>Lynx</em> according to genetic analysis (Johnson <em>et al.</em> 2006).
3847,Caracal caracal,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Caracal,caracal,,,,,"(Schreber, 1776)","The Caracal has been classified variously with <em>Lynx</em> and <em>Felis </em>in the past, but molecular evidence supports a monophyletic genus. It is closely allied with the African Golden Cat (<em>Caracal aurata</em>) and the Serval (<em>Leptailurus serval</em>), having diverged around 8.5 mya (Janczewski <em>et al. </em>1995, Johnson and O’Brien 1997, Johnson <em>et al. </em>2006).<br/><br/>Seven subspecies have been recognised in Africa (Smithers 1975), of which two occur in southern Africa: <em>C. c. damarensis</em> from Namibia, the Northern Cape, southern Botswana and southern and central Angola; and the nominate<em> C. c. caracal</em> from the remainder of the species’ range in southern Africa (Meester <em>et al. </em>1986). According to Stuart and Stuart (2013), however, these subspecies should best be considered as geographical variants."
4037,Catopuma badia,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Catopuma,badia,,,,,"(Gray, 1874)","Johnson <em>et al.</em> (2006) and Eizirik <em>et al.</em> (submitted) placed the Borneo Bay Cat (<em>Catopuma badia</em>) with the Asiatic Golden Cat (<em>C. temminckii</em>) and Marbled Cat (<em>Pardofelis marmorata</em>) in the genus Pardofelis, representing one of the earliest felid radiations (O'Brien and Johnson 2007). The Borneo Bay Cat is not a small island form of the Asiatic Golden Cat, as previously thought, having diverged from its extant relatives approximately four million years ago, well before the separation of Borneo from the mainland (Johnson <em>et al.</em> 1999, O'Brien and Johnson 2007).<br/><br/>An evaluation of skull morphology by Sicuro and Oliveira (2011) revealed that skull structure in <em>Pardofelis </em>is quite different from that in <em>Catopuma</em>. Moreover, <em>Pardofelis </em>has a flexible ankle joint and elongated tail, presumably adaptations to arboreality, which are lacking in <em>Catopuma</em>. Based on these morphological differences and the early split of the Asiatic Golden Cat and the Borneo Bay Cat from the Marbled Cat in the Late Miocene (5.86 Mya), the Cat Classification Task Force of the IUCN SSC Cat Specialist Group retains both the Borneo Bay Cat and Asiatic Golden Cat in <em>Catopuma </em>(CCTF in prep.)"
15951,Panthera leo,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Panthera,leo,,,,,"(Linnaeus, 1758)","The latest published phylogeographical study of Lions shows that the traditional split between Asian and African Lions as distinct subspecies is untenable (Barnett et al. 2014). Based on these results, the Cat Classification Task Force of the IUCN SSC Cat Specialist Group has provisionally proposed a different split into two subspecies, <em>P</em>. <em>l</em>. <em>leo</em> of Asia and West, Central and North Africa; and <em>P</em>. <em>l</em>.<em> melanochaita</em> from South and East Africa, with several regional management units identified as well (Haas et al. 2005; Bertola et al. 2011, 2015; Bauer et al. 2015)."
12519,Lynx lynx,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Lynx,lynx,,,,,"(Linnaeus, 1758)","Currently, the following six subspecies of the Eurasian Lynx are proposed (von Arx&#160;<em>et al.</em>&#160;2004, Breitenmoser and Breitenmoser-Würsten 2008,&#160;Kitchener&#160;<em>et al</em>. 2017):<br/><br/>- Northern Lynx <em>L. l. lynx</em>: northern Europe and western Siberia (Scandinavia, Finland, Belarus, Baltic states, European part of Russia, Ural, Siberia east to the Yenisei River).<br/><br/>- Carpathian Lynx <em>L. l. carpathicus</em>: Carpathian Mountains.<br/><br/>- Balkan Lynx<em> L. l. balcanicus</em>: Balkans (Albania, Macedonia, Montenegro, Kosovo).<br/><br/>- Caucasus Lynx <em>L. l. dinniki</em>: Caucasus Mountains south to Turkey, Iraq and Iran, formerly also in the Kopet-Dag, Turkmenistan.<br/><br/>- Turkestan Lynx <em>L. l. isabellinus</em>: Central Asia (Turkmenistan, Afghanistan, Pakistan, Uzbekistan, Kazakhstan, Kyrgyzstan, Tajikistan, China, India, Nepal, Bhutan).<br/><br/>- Siberian Lynx <em>L. l. wrangeli</em>: Siberia east of the Yenisei River (Russia).<br/><br/>Three further subspecies have been described that need further investigation and clarification:<br/><br/>- Altai Lynx <em>L. l. wardi</em>: Altai Mountains (Russia, Kazakhstan, China, Mongolia).<br/><br/>- Baikal Lynx <em>L. l. kozlovi</em>: Central Siberia, from the Yenisei River to Lake Baikal.<br/><br/>- Amur Lynx <em>L. l. stroganovi</em>: Russian Far East, Ussuri and Amur territories, North Korea, northeastern China (Manchuria)."
15953,Panthera onca,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Panthera,onca,,,,,"(Linnaeus, 1758)","The status of the subspecies is unclear. Although eight subspecies have been recognized (Seymour 1989), morphological and genetic analyses do not support the existence of discrete subspecies (Larson 1997, Eizirik <em>et al.</em> 2001, Ruiz-Garcia <em>et al.</em> 2006). While not elevating the regional differences to the subspecies level, Eizirk <em>et al.</em> (2001) found evidence for four incompletely isolated phylogeographic groups: Mexico and Guatemala, southern Central America, northern South America, and South America south of the Amazon River. Similarly, Ruiz-Garcia <em>et al.</em> (2006) found that the Andes Mountains incompletely isolates Jaguar populations in Colombia."
11638,Leptailurus serval,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Leptailurus,serval,,,,,"(Schreber, 1776)","A recent molecular phylogenetic study revealed that the Serval is closely related to both the African Golden Cat (<em>Caracal aurata</em>) and the Caracal (<em>Caracal caracal</em>) (Johnson <em>et al</em>. 2006), diverging from a common ancestor approximately 5.4 million years ago, though distinct enough to be monospecific (O’Brien and Johnson 2007). The Serval taxonomy is currently under review by the IUCN SSC Cat Specialist Group (Thiel 2015). Only one subspecies is recognised from within the assessment region, <em>L</em>. <em>s</em>.<em> serval</em> (Meester <em>et al</em>. 1986)."
15954,Panthera pardus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Panthera,pardus,,,,,"(Linnaeus, 1758)","According to genetic analyses, nine subspecies are recognized, with all continental African Leopards attributable to the nominate form, <em>P. p. pardus</em> (Miththapala<em> et al. </em>1996, Uphyrkina <em>et al.</em> 2001)."
12520,Lynx pardinus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Lynx,pardinus,,,,,"(Temminck, 1827)","Was previously considered conspecific with <em>Lynx lynx</em> by some authorities, but is currently accepted as a distinct species on the basis of both genetics (Johnson <em>et al.</em> 2006, Eizirik <em>et al.</em> submitted) and morphology (Werdelin 1981, Wozencraft 2005)."
8542,Felis nigripes,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Felis,nigripes,,,,,"Burchell, 1824","Two subspecies have been described and these persist in theory (Meester <em>et al.</em> 1986). <em>Felis nigripes nigripes</em>, the nominate genotype form described by Burchell, was first described from near Kuruman in the Northern Cape. Its range includes present-day south eastern Namibia, Botswana, Northern Cape, North West, Gauteng, Limpopo and marginally into Mpumalanga. <em>Felis nigripes thomasi</em> (Shortridge 1931) is described from a specimen collected near Grahamstown in the Eastern Cape. Its range includes the present-day Eastern Cape, westwards to the southern regions of the Northern Cape and the Free State.<br/><br/>However, Smithers (1971) doubted the validity of two subspecies, and his thought is shared by Sliwa (2013) who suggests that the species may be polymorphic in the centre of its range but does exhibit on some geocline variations towards the extremes of its range. The northern race typically tends to be paler with less distinct striping whereas the southern race has a more tawny appearance with bolder patterning. However, since there are no obvious geographical or ecological barriers between the ranges which are the leading causes of genetic drift and speciation (Hoskin <em>et al.</em> 2005), it is likely that the subspecies status is invalid (Wilson 2016)."
15640,Otocolobus manul,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Otocolobus,manul,,,,,"(Pallas, 1776)","<p>The Pallas’s Cat has retained the monotypic genus <em>Otocolobus</em> and has been placed within the Leopard Cat lineage (Johnson <em>et al.</em> 2006). O'Brien and Johnson (2007) estimated that <em>Otocolobus manul </em>diverged from a Leopard Cat ancestor approximately 5.9 million years ago. There have been no recent molecular or morphological studies on the species, and two subspecies&#160;(<em>O. m. manul </em>[Pallas, 1776] in the Southwest and Central Asia and <em>O. m. nigripectus</em> [Hodgson, 1842] in the Himalayas) have been tentatively suggested, largely based on variation in pelage colouration (Kitchener <em>et al.</em> 2017).&#160;</p>"
